1 1
33 36 28
39 22 61 60
49 44 82 80
12 16 32 29
21 16 71 33
45 7 76 50
20 31 53 57
38 15 45 20
49 39 57 79
31 28 43 61
45 17 71 25
44 22 79 40
35 35 76 68
22 27 66 71
27 20 36 38
16 21 52 37
44 6 57 32
25 7 63 28
12 30 40 39
13 25 16 26
42 35 56 50
8 9 21 45
22 4 52 45
16 7 43 21
38 40 53 57
3 36 4 54
27 25 44 68
20 44 23 59
17 29 47 55
43 12 84 28
22 7 40 46
43 3 59 37
31 49 76 84
44 1 83 25
6 17 33 45
30 41 42 90
43 23 66 60
13 4 50 40
5 25 17 26
26 33 56 41
25 43 61 63
25 44 70 76
22 10 34 16
22 3 25 21
26 4 55 46
16 26 27 48
21 21 26 22
35 7 43 18
42 31 44 51
47 0 73 21
38 27 50 40
15 30 46 72
10 33 47 61
46 48 58 66
17 17 38 22
27 14 55 36
30 40 78 68
22 49 65 62
3 25 30 46
8 14 14 34
41 46 91 86
12 6 57 39
16 36 43 80
3 16 5 50
48 12 55 36
49 37 62 42
40 27 53 77
19 18 63 31
42 1 57 8
10 38 21 66
36 22 62 62
28 24 68 51
47 1 84 50
0 5 42 47
3 40 36 66
25 37 36 57
24 25 64 62
49 13 66 51
41 28 80 48
27 47 30 74
40 25 42 67
42 34 73 80
14 20 41 62
36 10 47 23
1 48 39 51
3 39 18 84
2 15 20 47
21 7 35 21
16 4 51 13
14 5 55 34
16 19 45 22
38 14 70 56
19 43 35 68
29 21 62 55
1 14 38 39
1 37 25 55
8 27 53 52
34 3 68 7
11 5 36 7
8 42 31 72
37 3 73 20
19 1 44 24
13 46 31 63
40 36 76 37
29 25 43 42
46 19 77 29
6 10 31 25
48 43 51 79
39 3 89 12
25 32 30 73
21 7 50 22
14 14 58 60
8 11 50 19
23 16 56 47
9 46 39 54
33 43 76 67
41 33 90 50
3 7 22 32
46 40 63 53
11 10 17 30
48 28 72 51
6 4 52 22
26 24 29 34
44 34 64 70
18 4 39 28
38 47 52 84
29 1 70 44
47 11 59 57
36 19 77 62
37 11 61 27
26 24 63 47
7 10 19 36
33 48 48 70
29 9 78 18
38 0 49 36
23 32 37 43
5 4 8 49
27 9 44 15
4 28 41 40
49 39 88 72
4 3 44 37
37 43 50 71
25 14 71 63
8 10 58 27
1 12 17 41
33 34 56 72
10 0 25 10
2 41 42 48
29 39 76 58
10 48 43 84
27 36 40 74
11 5 58 20
13 45 32 94
42 35 74 38
45 13 84 61
27 5 32 12
0 27 45 40
28 48 54 56
39 46 74 50
32 17 35 66
22 46 35 61
45 18 80 59
22 37 54 39
37 10 82 50
38 1 76 20
12 27 14 31
35 6 60 27
28 20 55 21
40 16 57 53
2 26 39 51
17 26 34 33
10 45 47 47
25 19 74 59
0 42 48 80
23 7 25 9
27 3 55 21
46 3 66 52
5 25 38 50
48 30 50 41
39 11 67 26
25 3 59 29
32 13 80 21
48 8 71 34
2 45 16 94
34 48 35 90
32 17 56 50
24 43 72 59
26 29 33 33
41 31 76 55
32 30 77 61
18 8 59 29
3 20 7 60
3 30 23 69
42 20 90 40
46 34 62 59
22 28 39 42
0 39 10 74
5 17 27 43
12 46 38 64
30 9 49 43
39 23 79 56
39 3 84 39
9 10 47 44
5 49 46 56
49 42 90 49
11 31 21 57
36 45 66 64
48 2 53 40
43 21 71 54
21 20 46 54
14 18 47 38
22 27 40 51
7 29 28 51
31 46 42 67
40 38 82 79
45 29 88 71
20 25 24 69
29 26 75 70
29 13 75 15
14 24 57 49
14 45 18 92
16 18 58 27
35 0 42 33
1 23 33 45
34 14 36 29
48 9 92 38
38 29 63 34
17 28 24 60
11 29 35 57
17 37 65 40
6 34 44 42
21 30 32 36
11 21 56 31
39 37 71 67
7 34 27 59
27 8 40 47
38 18 76 24
37 9 43 55
45 2 89 21
5 23 38 40
28 28 76 47
30 47 48 85
36 14 70 28
46 4 69 41
11 41 34 42
29 45 30 72
45 44 95 48
31 21 52 34
17 32 67 82
17 36 49 42
15 19 18 33
26 49 52 88
47 40 90 67
44 5 81 47
35 44 85 64
21 33 38 74
15 39 31 74
46 40 75 54
30 26 42 34
36 47 64 83
19 13 59 27
25 5 44 19
20 34 22 76
17 32 35 68
34 19 56 52
49 46 61 79
22 39 47 50
2 45 41 69
27 39 37 45
27 20 72 68
45 41 50 57
23 0 47 10
46 41 68 88
33 30 73 36
14 18 34 37
9 41 23 78
22 43 55 46
26 1 40 26
19 41 62 84
17 1 59 16
12 12 58 60
34 5 77 6
13 18 37 41
36 10 49 22
44 15 49 39
17 49 36 87
11 31 52 62
33 44 67 92
28 45 35 60
48 15 49 27
25 35 61 49
49 24 96 71
0 19 42 37
10 6 31 30
10 3 49 47
23 40 72 44
6 17 44 25
37 20 72 33
20 26 27 48
2 17 5 22
44 21 83 28
8 29 39 50
18 15 53 59
32 46 39 88
45 48 61 82
0 47 19 70
24 43 50 72
28 32 40 57
49 32 56 43
36 30 48 37
45 49 94 80
6 23 54 25
12 34 34 47
41 34 76 53
9 46 38 86
41 15 71 58
37 4 85 28
10 31 48 40
35 40 68 82
29 42 43 84
34 4 64 32
13 45 54 70
20 16 63 28
23 6 55 17
29 35 40 77
47 49 64 82
48 23 88 51
2 20 21 59
47 16 72 29
17 36 29 74
5 1 8 30
36 40 44 56
17 6 43 24
43 49 52 93
47 20 73 23
43 40 87 81
19 2 28 39
20 24 61 50
45 6 73 38
34 48 81 52
22 20 29 38
14 11 35 26
45 16 79 55
26 30 35 77
17 32 52 72
24 16 33 38
35 4 58 26
21 25 26 69
11 10 57 38
17 41 41 56
7 4 17 38
18 29 55 67
20 26 35 74
22 20 67 29
19 31 45 72
29 33 36 76
4 20 50 44
19 40 31 69
23 11 70 53
33 30 77 34
7 2 14 32
2 39 26 61
0 11 22 41
29 22 76 56
42 9 87 23
5 41 55 72
45 21 50 52
47 34 49 39
9 36 48 49
11 33 37 45
48 43 96 72
43 13 61 51
11 2 34 21
23 49 69 71
0 1 23 49
24 2 62 38
28 49 67 89
15 3 51 18
32 44 81 70
15 15 25 42
34 46 52 54
13 30 59 44
18 12 53 57
21 31 38 81
6 41 38 64
16 38 63 39
44 27 79 39
43 39 86 67
12 37 48 63
31 40 49 42
1 45 4 71
19 26 46 52
9 49 29 77
15 27 55 39
23 22 31 40
1 46 13 60
47 40 81 71
3 31 34 36
35 31 62 38
4 33 13 48
27 43 61 89
24 6 46 55
30 17 62 49
42 47 56 89
47 21 85 22
20 6 23 14
30 13 71 51
0 1 47 31
31 24 76 31
17 6 51 56
14 31 38 38
36 48 65 84
17 37 39 77
24 46 69 53
34 43 44 80
8 15 55 57
43 49 84 62
23 12 29 50
30 45 74 65
23 4 69 47
17 32 60 76
38 49 67 74
40 10 86 11
41 41 67 78
17 49 61 90
0 29 12 61
6 0 34 32
22 23 29 63
48 32 56 69
36 10 71 39
29 28 52 51
48 9 68 25
14 8 25 24
21 46 59 74
16 10 65 50
4 30 38 36
43 41 59 71
49 7 54 38
26 4 64 31
6 42 22 64
25 38 26 85
39 25 74 32
34 47 72 86
23 45 51 62
42 47 82 91
45 25 50 47
43 0 74 2
45 22 88 46
44 21 57 57
46 43 96 76
36 23 77 33
20 25 39 38
7 8 30 11
28 26 62 48
13 23 40 35
20 34 68 51
10 3 18 12
6 43 56 87
41 4 58 16
36 26 67 71
4 48 39 84
17 6 44 40
4 46 36 73
31 44 64 88
39 1 88 48
47 41 94 80
12 2 58 52
27 45 56 78
14 17 60 49
24 16 50 45
7 7 20 48
44 33 46 68
49 32 86 81
33 37 57 85
18 46 60 93
19 30 63 64
41 16 89 32
22 43 58 75
47 21 48 64
4 28 11 32
43 2 54 29
33 23 75 25
34 49 57 53
17 38 47 47
28 23 35 27
41 34 61 76
21 33 30 59
14 29 26 39
21 35 55 42
26 9 38 20
33 15 43 16
40 11 46 31
11 22 46 28
3 46 12 72
16 0 48 34
44 42 76 58
16 23 47 66
41 2 74 29
41 28 61 61
24 1 64 40
26 43 52 73
33 6 75 7
22 35 32 52
40 33 70 43
9 1 16 4
40 30 47 63
25 16 37 19
0 40 20 67
44 8 80 36
26 29 43 30
25 18 42 37
46 27 48 35
9 10 38 60
36 33 79 46
3 16 5 23
22 32 29 49
41 46 84 66
9 19 37 54
44 2 82 45
40 49 72 51
10 2 22 49
4 10 41 18
39 13 66 26
34 30 83 58
40 46 69 48
8 38 24 41
4 44 45 91
22 47 68 82
7 32 8 44
38 20 84 50
23 41 60 52
34 37 59 64
4 28 39 41
1 16 18 23
8 4 21 37
8 18 11 36
4 28 8 71
48 21 49 45
36 33 52 54
41 49 63 95
7 10 35 19
45 16 72 22
39 40 61 90
25 16 34 46
11 21 58 33
46 37 91 71
9 5 30 8
43 0 48 1
33 9 44 38
36 36 62 64
48 26 75 50
34 2 79 51
40 9 66 47
20 20 67 52
19 34 47 47
32 13 67 29
46 46 71 79
1 12 34 13
8 25 49 70
35 42 64 68
5 12 10 38
2 9 37 33
12 36 58 83
31 13 33 41
27 11 37 40
43 30 67 32
14 48 21 98
36 26 77 68
46 19 86 21
25 24 54 64
23 35 36 40
15 33 17 76
10 21 55 26
18 7 20 42
7 35 13 81
48 37 60 84
2 47 9 76
36 19 59 29
36 15 44 18
8 44 57 63
44 24 60 39
19 48 52 77
39 24 73 62
47 34 61 84
21 29 55 37
7 16 57 61
8 46 42 63
33 36 76 64
10 42 22 72
45 9 86 44
26 24 60 48
48 24 59 44
43 26 48 28
3 47 48 61
27 29 73 42
37 40 53 88
28 28 61 54
24 12 63 15
23 27 60 50
46 41 49 83
6 42 27 54
14 24 56 69
36 6 42 31
22 23 69 25
30 28 35 36
44 9 85 29
26 41 64 66
41 18 77 66
7 10 18 32
4 17 41 58
41 16 66 30
22 16 65 20
46 10 92 53
35 11 57 26
10 40 16 42
42 48 51 98
21 22 32 48
46 17 87 55
16 3 51 42
26 43 46 68
16 16 22 21
27 20 55 58
32 41 45 66
21 25 61 70
2 21 51 70
40 38 79 45
24 46 68 47
14 26 55 58
45 37 88 62
20 14 28 19
19 31 25 74
46 38 53 87
4 49 14 96
0 2 40 29
32 27 82 76
41 31 47 68
48 13 67 34
25 24 53 70
32 39 38 70
14 29 43 50
37 17 68 57
19 16 39 20
20 3 66 15
0 0 36 1
3 20 17 50
40 26 88 51
2 4 20 23
45 39 81 75
17 24 24 63
25 43 68 92
37 9 85 50
32 40 42 78
22 16 36 31
10 40 55 55
12 33 60 43
32 44 55 47
28 40 50 46
13 5 48 9
31 43 47 59
26 2 62 52
48 15 70 26
17 27 24 57
5 39 16 79
34 41 70 56
6 21 39 42
16 23 44 73
42 14 61 33
5 19 22 26
39 16 77 24
45 36 89 37
5 39 33 79
13 3 45 25
13 41 39 73
2 30 19 77
34 16 79 57
12 46 49 51
23 11 38 30
8 20 58 34
27 5 37 48
40 13 49 19
35 36 43 76
23 35 42 46
12 0 15 28
40 31 89 47
12 35 55 58
43 38 49 61
14 16 58 24
3 12 34 52
39 30 41 43
19 22 38 57
22 13 47 26
24 27 69 67
38 11 53 45
19 6 69 42
44 42 67 91
4 39 12 83
8 8 30 38
39 13 72 25
9 25 36 59
22 22 27 35
18 46 55 84
37 23 40 56
26 32 44 64
24 24 48 59
44 14 79 49
17 47 45 74
6 9 30 38
27 43 62 90
20 35 62 45
45 43 54 65
28 2 54 5
0 37 30 83
13 31 15 64
30 8 59 47
1 17 20 49
4 27 17 54
3 35 16 84
23 21 53 23
6 5 33 13
5 4 50 25
47 3 83 32
13 16 25 34
31 48 67 86
49 13 77 16
41 2 43 19
32 17 59 56
2 47 28 57
19 31 21 49
38 45 73 50
48 21 62 53
1 19 23 20
0 5 35 47
35 8 45 26
35 8 63 48
2 48 10 71
9 41 40 91
16 3 53 20
1 48 28 53
47 5 67 53
5 41 18 85
21 10 71 20
28 48 49 80
28 5 78 45
29 38 76 86
34 14 77 52
18 42 33 61
35 17 83 58
9 33 18 66
9 43 56 82
16 21 59 68
41 35 68 58
24 19 49 28
18 45 54 82
49 6 87 41
36 27 61 75
32 32 43 77
8 32 34 58
19 23 25 36
31 34 41 42
35 15 42 19
43 39 56 83
2 29 51 70
22 38 29 45
19 0 42 28
47 4 82 22
39 29 68 52
39 29 56 54
24 27 71 45
9 12 28 26
16 3 61 42
2 47 46 69
15 1 65 15
34 32 42 58
35 48 49 75
31 0 61 6
26 25 56 63
48 0 88 17
33 7 39 44
49 9 54 24
3 29 16 69
20 15 32 23
25 34 41 41
44 14 81 37
16 9 58 24
30 32 42 49
19 4 59 23
43 32 59 82
28 38 41 87
25 7 31 10
20 9 62 27
28 39 54 86
16 12 18 61
14 14 59 48
34 3 53 33
34 28 71 41
0 12 18 40
22 30 42 76
13 12 55 56
16 39 20 74
6 32 10 56
47 6 95 40
17 13 28 15
48 15 90 16
10 29 40 65
1 30 11 47
0 9 45 28
49 2 50 9
3 29 41 32
34 36 72 40
49 7 51 57
44 1 69 7
4 42 36 50
40 23 63 67
18 13 51 31
34 23 51 63
5 41 10 83
44 44 74 90
32 45 34 73
26 34 75 67
29 39 56 62
0 17 13 36
46 35 77 66
48 19 58 23
15 44 28 54
44 7 84 34
42 5 45 26
2 2 42 35
17 6 59 24
5 35 29 37
3 31 25 34
32 7 35 55
17 9 20 21
43 39 60 77
20 8 68 31
38 6 49 13
4 23 17 33
37 11 49 55
32 47 77 64
47 15 52 30
8 27 33 29
42 39 61 54
15 39 63 46
9 12 57 26
12 23 50 73
48 42 83 75
30 48 70 76
46 43 61 48
40 8 63 44
41 1 91 10
48 14 89 22
40 21 69 24
18 3 65 20
32 1 81 14
39 40 89 76
15 42 51 49
10 43 11 47
49 11 94 59
37 6 66 34
8 31 36 58
25 45 62 53
34 20 81 45
47 11 60 25
49 19 53 29
3 12 18 17
8 3 35 51
4 24 15 39
39 41 47 57
44 22 83 51
34 4 79 36
6 44 23 51
21 17 37 45
29 31 60 72
6 37 42 50
45 26 60 61
21 1 41 19
7 48 32 90
18 25 21 53
20 35 42 80
37 21 40 40
34 8 39 49
39 2 88 39
12 23 44 59
2 3 27 14
0 3 2 23
5 48 36 77
2 22 38 62
37 9 81 32
47 14 68 54
18 27 38 60
2 19 3 24
27 14 52 42
27 48 48 82
0 11 47 14
33 43 69 65
30 45 36 75
25 18 37 64
30 27 79 62
0 39 49 67
23 5 29 6
25 35 29 64
2 30 51 66
33 8 60 22
31 43 37 50
19 3 33 5
13 36 46 51
30 41 56 45
30 6 79 13
4 34 46 41
40 43 57 67
42 39 47 65
11 33 46 64
49 32 86 46
18 27 37 77
45 4 66 30
19 33 30 57
2 31 22 74
38 17 65 50
30 8 37 53
40 26 82 67
30 5 39 54
28 49 61 75
2 1 7 25
16 46 53 65
6 12 34 59
6 28 39 67
38 32 75 64
30 23 40 34
19 10 50 11
12 25 25 42
18 42 47 77
15 5 54 29
18 19 38 44
1 12 49 55
36 25 84 44
8 30 9 58
30 29 71 74
2 12 8 35
33 7 38 8
43 23 56 37
33 39 78 75
42 27 44 58
0 48 5 57
4 36 33 71
20 28 38 54
22 47 63 56
45 10 50 51
18 5 53 8
28 39 73 62
47 4 64 53
20 6 23 31
30 10 75 14
12 28 51 65
30 46 56 74
32 19 40 20
43 4 68 28
20 46 64 65
11 18 14 50
5 7 30 45
21 40 41 76
9 23 28 66
46 19 67 48
29 30 71 53
17 45 53 84
28 8 72 49
46 23 73 25
2 40 36 64
4 10 36 25
1 6 36 54
6 25 34 61
18 7 25 44
43 26 48 48
48 13 85 58
12 47 52 64
24 42 64 71
20 42 23 65
38 21 87 66
28 29 76 76
5 34 44 83
43 21 56 63
48 37 86 50
26 29 63 30
25 28 47 77
23 22 47 35
23 8 67 10
40 0 79 48
26 47 61 67
49 12 69 60
8 12 58 47
37 36 79 50
12 13 29 51
39 1 75 17
28 16 39 38
48 18 65 45
3 48 22 51
37 1 48 49
12 31 26 81
6 14 26 33
37 8 65 36
12 44 22 88
19 14 32 34
31 46 66 81
2 38 49 80
6 38 48 57
7 20 29 34
40 34 75 63
14 7 57 36
1 21 3 45
15 42 51 89
20 30 61 53
36 16 57 62
12 13 17 35
26 34 62 53
20 48 39 85
12 14 18 29
8 39 45 64
21 20 55 64
24 18 28 31
25 7 60 47
38 10 62 27
8 35 56 66
15 16 49 45
41 44 75 46
19 27 53 68
18 36 67 79
3 7 8 36
38 20 55 49
41 45 72 48
27 34 60 80
17 25 21 36
36 12 58 18
6 47 46 72
39 19 73 64
37 25 64 53
44 6 90 43
25 38 29 44
37 0 60 7
27 17 53 31
46 18 78 23
22 28 39 43
1 8 49 50
23 18 57 37
28 6 55 13
31 11 78 32
20 27 34 76
40 11 87 50
29 42 60 44
48 15 69 65
18 42 43 86
9 13 21 54
39 46 59 68
15 41 25 78
24 34 45 49
18 2 66 50
27 1 72 29
16 29 33 64
42 30 64 33
34 44 78 69
15 45 56 76
1 18 40 44
11 41 16 73
2 29 46 61
39 9 70 17
48 44 87 86
11 45 36 92
17 20 57 53
31 15 49 50
7 11 41 30
38 0 41 43
45 23 77 60
13 43 46 55
22 4 60 39
13 32 63 64
40 15 43 39
21 7 54 36
18 49 37 58
22 0 24 18
32 5 56 51
6 8 8 39
38 14 52 17
14 35 63 43
0 30 3 52
37 2 78 8
10 13 12 47
2 2 16 39
36 33 47 78
11 25 53 27
6 5 48 29
40 30 83 73
45 16 58 51
4 39 23 55
19 0 24 24
17 9 22 15
14 2 59 28
37 29 67 76
22 19 57 34
27 7 29 32
13 8 37 29
41 37 89 50
3 37 41 58
41 27 90 36
42 35 74 67
12 27 27 63
49 49 96 76
49 2 56 18
31 35 42 60
9 38 32 51
11 34 37 39
23 12 37 30
45 49 94 57
12 42 39 56
25 41 70 68
0 41 44 76
3 8 30 21
0 24 48 36
24 16 33 65
24 17 53 37
28 28 47 72
45 6 67 29
17 48 66 66
43 3 84 51
18 11 31 33
11 32 50 68
48 35 49 58
31 43 35 53
21 4 44 23
45 42 57 55
11 31 55 36
35 3 71 7
47 24 65 35
7 45 17 51
9 30 41 73
36 4 60 14
45 30 54 71
21 2 44 35
15 39 50 40
19 6 64 25
13 28 46 49
43 26 69 32
8 47 15 92
29 6 31 34
12 17 49 51
10 18 33 47
8 28 16 58
3 49 40 67
21 37 49 54
4 21 20 35
23 9 45 15
24 32 40 69
3 20 5 35
25 42 64 76
47 12 70 15
11 19 23 54
40 0 50 46
24 10 49 59
45 3 65 25
37 8 75 49
38 6 69 21
20 49 21 69
23 21 38 58
25 20 69 39
2 15 23 44
44 28 70 70
44 13 78 47
22 24 46 36
5 27 38 55
33 46 62 53
42 42 62 63
14 38 29 57
34 49 38 81
28 24 56 49
13 8 51 44
12 48 47 68
16 46 44 96
6 7 51 56
14 18 16 49
15 49 24 52
11 33 60 75
27 16 37 57
49 26 76 38
10 31 35 58
2 28 30 37
24 8 60 49
37 20 67 25
37 6 59 8
19 42 61 90
1 39 12 40
36 13 52 60
42 25 87 70
24 4 28 53
40 38 55 68
43 34 52 66
30 34 71 36
34 0 61 36
37 37 78 63
7 24 8 74
45 45 95 67
4 19 6 64
16 24 26 34
19 42 30 44
2 3 29 40
5 21 11 66
47 19 56 25
11 6 55 13
44 27 47 76
3 45 52 67
7 31 27 60
31 30 57 64
4 20 40 30
40 3 84 42
4 45 29 61
18 23 20 38
3 13 6 23
0 30 9 40
29 39 43 50
39 43 59 89
4 4 20 52
11 35 21 51
33 32 66 36
33 18 39 58
9 48 43 60
41 20 72 43
46 32 58 68
31 32 59 70
45 34 82 41
47 23 69 54
5 36 11 76
12 28 19 50
39 32 68 65
8 4 13 9
15 41 54 90
15 36 39 49
11 18 34 27
46 41 90 43
48 42 76 55
33 33 54 58
48 6 64 16
21 13 32 51
48 35 56 51
30 28 54 73
48 2 97 49
44 47 90 90
22 7 63 15
12 31 53 43
8 20 46 50
49 18 85 66
42 15 49 41
31 21 77 51
45 25 69 65
19 32 45 76
17 3 57 35
31 42 66 82
24 21 39 45
2 21 44 68
47 21 84 51
33 10 76 39
18 18 57 58
15 34 18 69
43 15 81 40
22 16 33 65
24 21 64 50
30 25 73 56
30 11 79 25
43 42 65 56
11 2 24 29
14 12 53 20
26 31 55 32
38 48 88 63
38 43 58 65
14 1 33 48
16 12 29 24
35 24 40 74
18 27 45 60
17 39 58 83
18 43 41 50
24 20 68 33
12 35 28 64
33 25 70 28
0 13 38 52
43 37 82 49
16 45 31 79
6 28 41 53
8 32 32 65
16 47 22 79
20 11 53 18
19 8 56 30
25 9 49 28
13 31 62 62
13 15 40 37
12 46 59 68
19 3 50 42
35 19 36 26
33 14 64 19
19 25 42 70
47 15 83 27
35 43 82 92
25 20 36 58
6 8 25 35
48 14 63 51
16 44 52 94
17 5 26 44
32 33 64 63
18 40 19 44
48 4 84 28
46 11 73 14
46 30 68 77
35 32 80 37
31 3 58 5
34 39 46 58
44 48 69 63
24 19 65 43
26 46 50 71
1 26 11 74
33 44 43 65
3 24 32 62
5 38 36 80
41 10 69 46
2 49 13 78
0 1 19 30
44 2 45 48
11 45 43 90
40 15 82 61
19 34 61 61
21 18 44 31
2 49 33 54
40 32 89 73
19 21 56 37
38 12 64 62
6 44 14 93
0 46 12 69
2 48 33 75
5 38 24 46
48 13 87 52
38 31 86 41
33 24 38 46
29 23 67 62
46 36 66 84
32 19 67 54
15 10 35 31
38 29 40 66
41 27 84 59
39 41 48 67
12 48 30 92
6 31 30 35
42 2 63 27
4 11 28 33
42 41 66 72
24 17 47 35
14 49 59 56
4 33 47 52
11 13 45 32
7 21 53 71
15 26 39 48
46 43 84 84
10 21 47 57
9 4 50 28
34 31 38 72
47 10 64 20
0 27 24 35
20 8 21 44
25 7 60 31
21 13 22 48
36 21 71 69
24 21 50 32
31 2 36 31
21 39 34 63
38 30 55 39
16 46 57 88
27 14 33 63
7 32 36 76
14 43 20 83
31 1 46 14
20 42 25 86
18 16 51 23
0 17 49 35
39 10 53 27
18 16 46 42
7 20 9 44
6 12 20 52
29 1 46 4
20 45 65 84
28 47 41 76
10 47 25 49
29 17 38 65
37 24 74 71
39 19 84 65
10 35 45 77
0 43 39 64
34 10 74 23
1 41 11 55
23 15 62 18
48 1 83 39
20 33 46 43
22 7 28 40
39 23 84 65
32 11 52 29
8 31 32 43
33 24 58 33
15 13 55 29
24 3 39 50
42 8 81 25
43 0 59 35
9 25 35 69
44 12 83 15
14 13 59 63
18 7 57 41
29 49 52 53
39 2 44 34
44 49 55 90
25 24 75 61
24 29 27 49
42 23 85 30
38 5 76 14
27 42 41 49
37 12 81 39
49 9 64 53
24 33 33 35
7 39 16 72
12 3 31 8
12 11 39 14
15 11 32 54
31 1 37 23
48 47 62 95
29 40 37 44
15 6 42 30
34 7 80 56
15 2 28 33
38 34 54 41
32 48 78 64
0 36 50 37
14 47 51 91
43 48 84 59
16 33 21 36
1 0 44 20
6 1 11 49
20 3 56 8
31 21 33 55
3 34 14 52
46 11 78 51
23 49 33 91
16 43 52 63
29 38 75 75
0 33 40 54
25 24 62 33
39 41 85 84
5 10 31 14
9 42 33 77
32 26 77 27
31 20 51 33
15 0 24 18
0 37 34 65
21 35 35 49
10 5 39 24
6 21 24 37
42 1 59 29
10 27 38 71
49 5 97 20
8 33 17 44
43 37 66 53
35 30 60 76
2 13 40 24
5 25 43 75
3 26 31 42
6 8 11 14
3 21 19 35
23 23 28 43
26 36 37 50
36 9 53 49
3 49 28 60
11 10 39 25
6 29 43 44
40 20 80 67
7 9 49 42
48 1 82 26
45 38 83 71
3 23 53 33
25 19 50 57
3 3 33 13
18 26 54 37
26 6 73 40
39 18 56 56
1 14 23 61
9 28 14 43
5 25 7 56
26 17 72 47
26 41 50 86
8 7 28 44
15 20 29 27
31 46 72 79
11 31 22 54
16 37 26 59
13 1 28 43
9 22 31 61
46 34 62 39
34 40 76 42
5 8 18 47
4 21 9 38
16 38 21 71
13 3 41 32
42 19 49 23
29 41 74 67
9 31 36 76
19 47 44 72
38 13 44 57
11 9 48 37
40 11 90 17
29 34 46 58
